weekid,song,performer,week_position,Last Week,peak_position,weeks_on_chart,Image URL,month,week_of_year,is_december
2012-08-29,Amen,Meek Mill Featuring Drake,60,57,57,9,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-180x180.jpg,8,35,False
2012-09-05,Amen,Meek Mill Featuring Drake,57,60,57,10,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-180x180.jpg,9,36,False
2012-09-12,Amen,Meek Mill Featuring Drake,59,57,57,11,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-180x180.jpg,9,37,False
2012-09-19,Amen,Meek Mill Featuring Drake,65,59,57,12,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-180x180.jpg,9,38,False
2012-09-26,Amen,Meek Mill Featuring Drake,69,65,57,13,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-180x180.jpg,9,39,False
2012-10-03,Amen,Meek Mill Featuring Drake,72,69,57,14,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-180x180.jpg,10,40,False
2012-10-10,Amen,Meek Mill Featuring Drake,76,72,57,15,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-180x180.jpg,10,41,False
2012-10-17,Amen,Meek Mill Featuring Drake,85,76,57,16,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-180x180.jpg,10,42,False
2012-10-24,Amen,Meek Mill Featuring Drake,93,85,57,17,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-180x180.jpg,10,43,False
2012-10-31,Amen,Meek Mill Featuring Drake,99,93,57,18,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-180x180.jpg,10,44,False
2012-12-19,All I Want For Christmas Is You,Mariah Carey,29,29,2,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,51,True
2012-12-26,All I Want For Christmas Is You,Mariah Carey,25,29,25,3,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,52,True
2013-01-02,All I Want For Christmas Is You,Mariah Carey,21,25,21,4,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,1,1,False
2013-12-04,Last Christmas,Ariana Grande,96,96,1,1,https://charts-static.billboard.com/img/2013/12/ariana-grande-da0-lastchristmas-39o-180x180.jpg,12,49,True
2013-12-18,All I Want For Christmas Is You,Mariah Carey,26,21,5,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,51,True
2013-12-18,Underneath The Tree,Kelly Clarkson,92,92,1,1,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,12,51,True
2013-12-25,All I Want For Christmas Is You,Mariah Carey,27,26,21,6,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,52,True
2013-12-25,Underneath The Tree,Kelly Clarkson,80,92,80,2,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,12,52,True
2014-01-01,All I Want For Christmas Is You,Mariah Carey,26,27,21,7,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,1,1,False
2014-01-01,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",45,45,6,1,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,1,1,False
2014-01-01,Rockin' Around The Christmas Tree,Brenda Lee,50,14,12,1,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,1,1,False
2014-01-01,Underneath The Tree,Kelly Clarkson,78,80,78,3,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,1,1,False
2014-12-10,Santa Tell Me,Ariana Grande,65,65,1,1,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,12,50,True
2014-12-17,All I Want For Christmas Is You,Mariah Carey,50,21,8,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,51,True
2014-12-17,Santa Tell Me,Ariana Grande,92,65,65,2,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,12,51,True
2014-12-24,All I Want For Christmas Is You,Mariah Carey,40,50,21,9,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,52,True
2014-12-24,Santa Tell Me,Ariana Grande,64,92,64,3,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,12,52,True
2014-12-24,Have Yourself A Merry Little Christmas,Sam Smith,90,90,1,1,https://charts-static.billboard.com/img/2014/12/sam-smith-jw8-haveyourselfamerrylittlechristmas-ljn-180x180.jpg,12,52,True
2014-12-31,All I Want For Christmas Is You,Mariah Carey,35,40,21,10,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,1,True
2014-12-31,Santa Tell Me,Ariana Grande,42,64,42,4,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,12,1,True
2015-01-07,Santa Tell Me,Ariana Grande,50,42,42,5,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,1,2,False
2015-03-25,Believe,Mumford & Sons,31,31,1,1,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,3,13,False
2015-04-01,Believe,Mumford & Sons,67,31,31,2,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,4,14,False
2015-04-08,Believe,Mumford & Sons,79,67,31,3,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,4,15,False
2015-04-15,Believe,Mumford & Sons,78,79,31,4,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,4,16,False
2015-04-22,Believe,Mumford & Sons,72,78,31,5,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,4,17,False
2015-04-29,Believe,Mumford & Sons,71,72,31,6,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,4,18,False
2015-05-06,Believe,Mumford & Sons,76,71,31,7,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,5,19,False
2015-05-13,Believe,Mumford & Sons,79,76,31,8,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,5,20,False
2015-05-20,Believe,Mumford & Sons,54,79,31,9,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,5,21,False
2015-05-27,Believe,Mumford & Sons,63,54,31,10,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,5,22,False
2015-06-03,Believe,Mumford & Sons,83,63,31,11,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,6,23,False
2015-06-10,Believe,Mumford & Sons,87,83,31,12,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,6,24,False
2015-06-17,Believe,Mumford & Sons,89,87,31,13,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,6,25,False
2015-06-24,Believe,Mumford & Sons,91,89,31,14,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,6,26,False
2015-07-01,Believe,Mumford & Sons,94,91,31,15,https://charts-static.billboard.com/img/2015/03/mumford-sons-miw-106x106.jpg,7,27,False
2015-12-16,All I Want For Christmas Is You,Mariah Carey,26,21,11,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,51,True
2015-12-23,All I Want For Christmas Is You,Mariah Carey,22,26,21,12,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,52,True
2015-12-23,Rockin' Around The Christmas Tree,Brenda Lee,44,14,13,1,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,52,True
2015-12-30,All I Want For Christmas Is You,Mariah Carey,18,22,18,13,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,53,True
2015-12-30,Rockin' Around The Christmas Tree,Brenda Lee,38,44,14,14,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,53,True
2016-01-06,All I Want For Christmas Is You,Mariah Carey,11,18,11,14,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,1,1,False
2016-01-06,Rockin' Around The Christmas Tree,Brenda Lee,30,38,14,15,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,1,1,False
2016-01-06,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",38,38,7,1,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,1,1,False
2016-01-06,Jingle Bell Rock,Bobby Helms,47,35,16,1,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,1,1,False
2016-12-14,All I Want For Christmas Is You,Mariah Carey,23,11,15,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,50,True
2016-12-21,All I Want For Christmas Is You,Mariah Carey,17,23,11,16,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,51,True
2016-12-21,Jingle Bell Rock,Bobby Helms,35,35,17,1,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,51,True
2016-12-21,Rockin' Around The Christmas Tree,Brenda Lee,37,14,16,1,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,51,True
2016-12-28,All I Want For Christmas Is You,Mariah Carey,20,17,11,17,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,52,True
2016-12-28,Jingle Bell Rock,Bobby Helms,46,35,35,18,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,52,True
2016-12-28,Rockin' Around The Christmas Tree,Brenda Lee,48,37,14,17,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,52,True
2017-01-04,All I Want For Christmas Is You,Mariah Carey,16,20,11,18,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,1,1,False
2017-01-04,Rockin' Around The Christmas Tree,Brenda Lee,27,48,14,18,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,1,1,False
2017-01-04,Jingle Bell Rock,Bobby Helms,29,46,29,19,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,1,1,False
2017-01-04,Feliz Navidad,Jose Feliciano,44,44,1,1,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,1,1,False
2017-01-04,A Holly Jolly Christmas,Burl Ives,46,46,1,1,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,1,1,False
2017-01-04,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",47,38,8,1,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,1,1,False
2017-01-04,It'S The Most Wonderful Time Of The Year,Andy Williams,48,48,1,1,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,1,1,False
2017-01-04,Last Christmas,Wham!,50,50,1,1,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,1,1,False
2017-01-11,All I Want For Christmas Is You,Mariah Carey,35,16,11,19,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,1,2,False
2017-01-11,Last Christmas,Wham!,41,50,41,2,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,1,2,False
2017-12-13,All I Want For Christmas Is You,Mariah Carey,21,11,20,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,50,True
2017-12-20,All I Want For Christmas Is You,Mariah Carey,11,21,11,21,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,51,True
2017-12-20,Rockin' Around The Christmas Tree,Brenda Lee,37,14,19,1,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,51,True
2017-12-20,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",42,38,9,1,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,51,True
2017-12-20,It'S The Most Wonderful Time Of The Year,Andy Williams,45,45,2,1,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,51,True
2017-12-20,A Holly Jolly Christmas,Burl Ives,47,46,2,1,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,51,True
2017-12-27,All I Want For Christmas Is You,Mariah Carey,9,11,9,22,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,52,True
2017-12-27,Rockin' Around The Christmas Tree,Brenda Lee,34,37,14,20,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,52,True
2017-12-27,It'S The Most Wonderful Time Of The Year,Andy Williams,35,45,35,3,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,52,True
2017-12-27,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",38,42,38,10,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,52,True
2017-12-27,A Holly Jolly Christmas,Burl Ives,41,47,41,3,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,52,True
2017-12-27,Last Christmas,Wham!,44,41,3,1,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,12,52,True
2018-01-03,All I Want For Christmas Is You,Mariah Carey,9,9,9,23,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,1,1,False
2018-01-03,River,Eminem Featuring Ed Sheeran,11,11,1,1,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,1,1,False
2018-01-03,Rockin' Around The Christmas Tree,Brenda Lee,30,34,14,21,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,1,1,False
2018-01-03,It'S The Most Wonderful Time Of The Year,Andy Williams,32,35,32,4,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,1,1,False
2018-01-03,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",37,38,37,11,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,1,1,False
2018-01-03,A Holly Jolly Christmas,Burl Ives,38,41,38,4,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,1,1,False
2018-01-03,Last Christmas,Wham!,43,44,41,4,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,1,1,False
2018-01-03,Feliz Navidad,Jose Feliciano,49,44,2,1,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,1,1,False
2018-01-03,Jingle Bell Rock,Bobby Helms,50,29,20,1,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,1,1,False
2018-01-03,Believe,Eminem,92,92,1,1,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,1,1,False
2018-01-10,River,Eminem Featuring Ed Sheeran,45,43,11,3,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,1,2,False
2018-01-17,River,Eminem Featuring Ed Sheeran,32,45,11,4,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,1,3,False
2018-01-24,River,Eminem Featuring Ed Sheeran,34,32,11,5,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,1,4,False
2018-01-31,River,Eminem Featuring Ed Sheeran,34,34,11,6,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,1,5,False
2018-02-07,River,Eminem Featuring Ed Sheeran,44,34,11,7,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,2,6,False
2018-02-14,River,Eminem Featuring Ed Sheeran,42,44,11,8,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,2,7,False
2018-02-21,River,Eminem Featuring Ed Sheeran,35,42,11,9,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,2,8,False
2018-02-28,River,Eminem Featuring Ed Sheeran,34,35,11,10,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,2,9,False
2018-03-07,River,Eminem Featuring Ed Sheeran,46,34,11,11,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,3,10,False
2018-03-14,River,Eminem Featuring Ed Sheeran,61,46,11,12,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,3,11,False
2018-03-21,River,Eminem Featuring Ed Sheeran,85,61,11,13,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg,3,12,False
2018-11-28,All I Want For Christmas Is You,Mariah Carey,29,9,25,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,11,48,False
2018-12-05,All I Want For Christmas Is You,Mariah Carey,14,29,9,26,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,49,True
2018-12-05,It'S The Most Wonderful Time Of The Year,Andy Williams,21,21,6,1,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,49,True
2018-12-05,Rockin' Around The Christmas Tree,Brenda Lee,23,14,23,1,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,49,True
2018-12-05,A Holly Jolly Christmas,Burl Ives,26,26,6,1,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,49,True
2018-12-05,Jingle Bell Rock,Bobby Helms,33,29,21,1,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,49,True
2018-12-05,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",39,37,13,1,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,49,True
2018-12-05,Last Christmas,Wham!,43,41,5,1,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,12,49,True
2018-12-12,All I Want For Christmas Is You,Mariah Carey,7,14,7,27,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,50,True
2018-12-12,It'S The Most Wonderful Time Of The Year,Andy Williams,16,21,16,7,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,50,True
2018-12-12,Rockin' Around The Christmas Tree,Brenda Lee,21,23,14,24,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,50,True
2018-12-12,A Holly Jolly Christmas,Burl Ives,22,26,22,7,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,50,True
2018-12-12,Jingle Bell Rock,Bobby Helms,26,33,26,22,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,50,True
2018-12-12,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",29,39,29,14,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,50,True
2018-12-12,Last Christmas,Wham!,34,43,34,6,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,12,50,True
2018-12-19,All I Want For Christmas Is You,Mariah Carey,6,7,6,28,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,51,True
2018-12-19,It'S The Most Wonderful Time Of The Year,Andy Williams,13,16,13,8,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,51,True
